       Buy Price        Sell Price  Buy Time                   Sell Time                             Profit           Capital
     2.516e+07         2.363e+07    2013-10-28 00:00:00-04:00  2013-11-04 00:00:00-05:00       -1.53e+06       5216.3
     2.081e+07         2.127e+07    2013-11-18 00:00:00-05:00  2013-11-19 00:00:00-05:00   460000              5331.61
     1.961e+07         2.078e+07    2013-12-02 00:00:00-05:00  2013-12-17 00:00:00-05:00        1.17e+06       5649.71
     1.678e+07         1.68e+07     2013-12-31 00:00:00-05:00  2014-01-06 00:00:00-05:00    20000              5656.44
     1.5755e+07        1.598e+07    2014-02-24 00:00:00-05:00  2014-03-04 00:00:00-05:00   225000              5737.22
     1.57425e+07       1.7275e+07   2014-03-06 00:00:00-05:00  2014-03-17 00:00:00-04:00        1.5325e+06     6295.73
     1.4055e+07        1.61175e+07  2014-04-09 00:00:00-04:00  2014-04-15 00:00:00-04:00        2.0625e+06     7219.6
     7.855e+06         8.6475e+06   2014-06-11 00:00:00-04:00  2014-06-12 00:00:00-04:00   792500              7947.99
     8.2925e+06        7.7375e+06   2014-06-16 00:00:00-04:00  2014-06-17 00:00:00-04:00  -555000              7416.05
     6.2625e+06        6.4775e+06   2014-07-07 00:00:00-04:00  2014-07-08 00:00:00-04:00   215000              7670.65
     6.2225e+06        6.345e+06    2014-07-09 00:00:00-04:00  2014-07-15 00:00:00-04:00   122500              7821.66
     6.0375e+06        6.5425e+06   2014-07-16 00:00:00-04:00  2014-07-21 00:00:00-04:00   505000              8475.89
     6.265e+06         6.37e+06     2014-07-22 00:00:00-04:00  2014-07-23 00:00:00-04:00   105000              8617.95
     6.295e+06         7.98e+06     2014-07-24 00:00:00-04:00  2014-08-11 00:00:00-04:00        1.685e+06     10924.7
     6.0275e+06        6.02e+06     2014-08-27 00:00:00-04:00  2014-09-16 00:00:00-04:00    -7500             10911.1
     6.14e+06          7.8225e+06   2014-09-22 00:00:00-04:00  2014-10-07 00:00:00-04:00        1.6825e+06    13901
     6.515e+06         8.8925e+06   2014-10-08 00:00:00-04:00  2014-10-20 00:00:00-04:00        2.3775e+06    18973.9
     5.345e+06         5.6125e+06   2014-11-18 00:00:00-05:00  2014-11-19 00:00:00-05:00   267500             19923.5
     4.8975e+06        5.175e+06    2014-12-08 00:00:00-05:00  2014-12-22 00:00:00-05:00   277500             21052.4
     5.155e+06         5.78e+06     2014-12-29 00:00:00-05:00  2015-01-26 00:00:00-05:00   625000             23604.8
     6.27e+06          7.3e+06      2015-01-27 00:00:00-05:00  2015-01-28 00:00:00-05:00        1.03e+06      27482.5
     6.7825e+06        7.2575e+06   2015-01-29 00:00:00-05:00  2015-02-02 00:00:00-05:00   475000             29407.2
     6.58e+06          6.945e+06    2015-02-03 00:00:00-05:00  2015-02-04 00:00:00-05:00   365000             31038.4
     6.4025e+06        7.04e+06     2015-02-05 00:00:00-05:00  2015-02-09 00:00:00-05:00   637500             34128.9
     4.46e+06          4.955e+06    2015-03-09 00:00:00-04:00  2015-03-11 00:00:00-04:00   495000             37916.8
     4.375e+06         4.35e+06     2015-03-12 00:00:00-04:00  2015-03-16 00:00:00-04:00   -25000             37700.1
     3.5775e+06        3.75e+06     2015-03-30 00:00:00-04:00  2015-04-01 00:00:00-04:00   172500             39517.9
     2.565e+06         2.705e+06    2015-04-29 00:00:00-04:00  2015-04-30 00:00:00-04:00   140000             41674.9
     2.4525e+06        2.6625e+06   2015-05-04 00:00:00-04:00  2015-05-07 00:00:00-04:00   210000             45243.3
     2.5125e+06        2.4125e+06   2015-05-11 00:00:00-04:00  2015-05-13 00:00:00-04:00  -100000             43442.6
     1.985e+06         2.0745e+06   2015-06-01 00:00:00-04:00  2015-06-09 00:00:00-04:00    89500             45401.4
     2.0155e+06        1.94e+06     2015-06-15 00:00:00-04:00  2015-06-16 00:00:00-04:00   -75500             43700.6
     1.6075e+06        1.373e+06    2015-07-27 00:00:00-04:00  2015-07-28 00:00:00-04:00  -234500             37325.6
     1.2215e+06        3.225e+06    2015-08-10 00:00:00-04:00  2015-09-08 00:00:00-04:00        2.0035e+06    98547
     3.039e+06         3.04e+06     2015-09-11 00:00:00-04:00  2015-09-14 00:00:00-04:00     1000             98579.5
     1.325e+06         1.404e+06    2015-11-03 00:00:00-05:00  2015-11-04 00:00:00-05:00    79000            104457
     1.42e+06          1.654e+06    2015-11-09 00:00:00-05:00  2015-11-17 00:00:00-05:00   234000            121670
     1.446e+06         1.545e+06    2015-11-18 00:00:00-05:00  2015-11-19 00:00:00-05:00    99000            130001
     1.323e+06         1.51e+06     2015-12-02 00:00:00-05:00  2015-12-03 00:00:00-05:00   187000            148375
     1.299e+06         1.558e+06    2015-12-07 00:00:00-05:00  2015-12-15 00:00:00-05:00   259000            177959
     1.4605e+06        1.538e+06    2015-12-17 00:00:00-05:00  2015-12-21 00:00:00-05:00    77500            187402
     1.598e+06         2.297e+06    2016-01-04 00:00:00-05:00  2016-01-25 00:00:00-05:00   699000            269376
     1.877e+06         1.8615e+06   2016-02-01 00:00:00-05:00  2016-02-22 00:00:00-05:00   -15500            267152
958500                 1.0685e+06   2016-04-04 00:00:00-04:00  2016-04-05 00:00:00-04:00   110000            297811
934000                 1.004e+06    2016-04-06 00:00:00-04:00  2016-04-12 00:00:00-04:00    70000            320131
798500            838000            2016-04-28 00:00:00-04:00  2016-05-05 00:00:00-04:00    39500            335967
492500            597500            2016-06-08 00:00:00-04:00  2016-06-20 00:00:00-04:00   105000            407594
603500            646000            2016-06-21 00:00:00-04:00  2016-06-22 00:00:00-04:00    42500            436298
520000            747500            2016-06-23 00:00:00-04:00  2016-06-24 00:00:00-04:00   227500            627179
200400            214500            2016-08-15 00:00:00-04:00  2016-08-16 00:00:00-04:00    14100            671307
198100            199900            2016-08-23 00:00:00-04:00  2016-08-29 00:00:00-04:00     1800            677406
196500            198500            2016-08-30 00:00:00-04:00  2016-08-31 00:00:00-04:00     2000            684301
194000            209300            2016-09-12 00:00:00-04:00  2016-09-19 00:00:00-04:00    15300            738269
164500            161400            2016-10-03 00:00:00-04:00  2016-10-05 00:00:00-04:00    -3100            724356
151900            174100            2016-10-10 00:00:00-04:00  2016-10-17 00:00:00-04:00    22200            830220
165900            153000            2016-10-31 00:00:00-04:00  2016-11-07 00:00:00-05:00   -12900            765664
106000             99300            2016-11-30 00:00:00-05:00  2016-12-05 00:00:00-05:00    -6700            717269
 46940             47240            2017-02-06 00:00:00-05:00  2017-02-08 00:00:00-05:00      300            721853
 42400             42860            2017-02-27 00:00:00-05:00  2017-03-02 00:00:00-05:00      460            729684
 32700             35020            2017-03-20 00:00:00-04:00  2017-03-27 00:00:00-04:00     2320            781454
 32600             39700            2017-04-06 00:00:00-04:00  2017-04-19 00:00:00-04:00     7100            951648
 37660             29860            2017-04-20 00:00:00-04:00  2017-04-24 00:00:00-04:00    -7800            754546
 23260             23480            2017-05-16 00:00:00-04:00  2017-05-22 00:00:00-04:00      220            761683
 21160             21700            2017-06-05 00:00:00-04:00  2017-06-07 00:00:00-04:00      540            781121
 20700             21800            2017-06-08 00:00:00-04:00  2017-06-12 00:00:00-04:00     1100            822629
 18120             19440            2017-06-28 00:00:00-04:00  2017-07-10 00:00:00-04:00     1320            882556
 14480             15845            2017-08-01 00:00:00-04:00  2017-08-14 00:00:00-04:00     1365            965753
 15435             17935            2017-08-16 00:00:00-04:00  2017-08-21 00:00:00-04:00     2500                 1.12218e+06
  8120              8775            2017-10-23 00:00:00-04:00  2017-10-26 00:00:00-04:00      655                 1.2127e+06
  7925              7565            2017-10-30 00:00:00-04:00  2017-11-02 00:00:00-04:00     -360                 1.15761e+06
  7485              7355            2017-11-08 00:00:00-05:00  2017-11-20 00:00:00-05:00     -130                 1.1375e+06
  6985              6900            2017-12-04 00:00:00-05:00  2017-12-06 00:00:00-05:00      -85                 1.12366e+06
  4460             10680            2018-01-22 00:00:00-05:00  2018-02-13 00:00:00-05:00     6220                 2.69074e+06
  6795              8230            2018-02-26 00:00:00-05:00  2018-03-07 00:00:00-05:00     1435                 3.25898e+06
  8200              9925            2018-03-19 00:00:00-04:00  2018-04-03 00:00:00-04:00     1725                 3.94456e+06
  9610              9730            2018-04-10 00:00:00-04:00  2018-04-11 00:00:00-04:00      120                 3.99382e+06
  7660              8355            2018-04-23 00:00:00-04:00  2018-04-25 00:00:00-04:00      695                 4.35618e+06
  7285              7505            2018-05-02 00:00:00-04:00  2018-05-03 00:00:00-04:00      220                 4.48773e+06
  4830              5930            2018-06-18 00:00:00-04:00  2018-07-05 00:00:00-04:00     1100                 5.50978e+06
  4595              4705            2018-07-26 00:00:00-04:00  2018-08-01 00:00:00-04:00      110                 5.64168e+06
  4825              4490            2018-08-13 00:00:00-04:00  2018-08-16 00:00:00-04:00     -335                 5.24998e+06
  4185              4325            2018-08-20 00:00:00-04:00  2018-08-21 00:00:00-04:00      140                 5.4256e+06
  4180              4410            2018-08-27 00:00:00-04:00  2018-09-10 00:00:00-04:00      230                 5.72414e+06
  3682              3623            2018-09-24 00:00:00-04:00  2018-10-02 00:00:00-04:00      -59                 5.63242e+06
  3572              5338            2018-10-03 00:00:00-04:00  2018-10-22 00:00:00-04:00     1766                 8.41709e+06
  5610              5702            2018-11-12 00:00:00-05:00  2018-11-26 00:00:00-05:00       92                 8.55513e+06
  5698              8173            2018-12-04 00:00:00-05:00  2018-12-31 00:00:00-05:00     2475                 1.22712e+07
  6061              5628            2019-01-28 00:00:00-05:00  2019-01-30 00:00:00-05:00     -433                 1.13945e+07
  4324              4390            2019-02-25 00:00:00-05:00  2019-02-27 00:00:00-05:00       66                 1.15684e+07
  4238              4240            2019-03-04 00:00:00-05:00  2019-03-11 00:00:00-04:00        2                 1.15739e+07
  3814              4084            2019-03-21 00:00:00-04:00  2019-03-28 00:00:00-04:00      270                 1.23932e+07
  3617              3807            2019-04-08 00:00:00-04:00  2019-04-09 00:00:00-04:00      190                 1.30442e+07
  3075              3270            2019-04-23 00:00:00-04:00  2019-04-25 00:00:00-04:00      195                 1.38714e+07
  3182              3737            2019-04-29 00:00:00-04:00  2019-05-20 00:00:00-04:00      555                 1.62909e+07
  3399              3738            2019-05-22 00:00:00-04:00  2019-06-04 00:00:00-04:00      339                 1.79156e+07
  3213              3299            2019-06-24 00:00:00-04:00  2019-06-26 00:00:00-04:00       86                 1.83952e+07
  2582              2600            2019-07-16 00:00:00-04:00  2019-07-22 00:00:00-04:00       18                 1.85234e+07
  2493              3414            2019-07-30 00:00:00-04:00  2019-08-16 00:00:00-04:00      921                 2.53666e+07
  2977              3487            2019-08-22 00:00:00-04:00  2019-08-27 00:00:00-04:00      510                 2.97122e+07
  2504              2706            2019-09-23 00:00:00-04:00  2019-10-10 00:00:00-04:00      202                 3.21091e+07
  1827              1868            2019-11-04 00:00:00-05:00  2019-11-06 00:00:00-05:00       41                 3.28297e+07
  1587              1591            2019-12-02 00:00:00-05:00  2019-12-05 00:00:00-05:00        4                 3.29125e+07
  1624              1573            2019-12-09 00:00:00-05:00  2019-12-11 00:00:00-05:00      -51                 3.18789e+07
  1264              1289            2019-12-26 00:00:00-05:00  2019-12-31 00:00:00-05:00       25                 3.25094e+07
  1213              1282            2020-01-02 00:00:00-05:00  2020-01-06 00:00:00-05:00       69                 3.43586e+07
  5126              4310            2020-04-20 00:00:00-04:00  2020-04-27 00:00:00-04:00     -816                 2.88891e+07
  4193              4598            2020-04-30 00:00:00-04:00  2020-05-04 00:00:00-04:00      405                 3.16795e+07
  3840              4406            2020-05-12 00:00:00-04:00  2020-05-13 00:00:00-04:00      566                 3.6349e+07
  3544              3800            2020-05-18 00:00:00-04:00  2020-05-19 00:00:00-04:00      256                 3.89746e+07
  2847              3059            2020-06-08 00:00:00-04:00  2020-06-09 00:00:00-04:00      212                 4.18768e+07
  3034              3472            2020-06-10 00:00:00-04:00  2020-06-22 00:00:00-04:00      438                 4.79223e+07
  3456              2950            2020-07-13 00:00:00-04:00  2020-07-16 00:00:00-04:00     -506                 4.09059e+07
  1966              2023            2020-08-25 00:00:00-04:00  2020-09-14 00:00:00-04:00       57                 4.20919e+07
  2030              2003            2020-09-21 00:00:00-04:00  2020-10-05 00:00:00-04:00      -27                 4.15321e+07
  1793              1918            2020-10-19 00:00:00-04:00  2020-11-03 00:00:00-05:00      125                 4.44275e+07
  1057              1148            2020-12-08 00:00:00-05:00  2020-12-15 00:00:00-05:00       91                 4.82524e+07
  1225              1197            2020-12-21 00:00:00-05:00  2020-12-22 00:00:00-05:00      -28                 4.71495e+07
  1069              1128            2020-12-28 00:00:00-05:00  2020-12-29 00:00:00-05:00       59                 4.97517e+07
  1203              1135            2021-01-04 00:00:00-05:00  2021-01-06 00:00:00-05:00      -68                 4.69395e+07
  1109              1344            2021-01-11 00:00:00-05:00  2021-02-01 00:00:00-05:00      235                 5.68861e+07
   828               852            2021-02-24 00:00:00-05:00  2021-03-01 00:00:00-05:00       24                 5.8535e+07
   861               975            2021-03-02 00:00:00-05:00  2021-03-04 00:00:00-05:00      114                 6.62853e+07
   474               488            2021-04-19 00:00:00-04:00  2021-04-20 00:00:00-04:00       14                 6.82431e+07
   451               445            2021-04-21 00:00:00-04:00  2021-04-27 00:00:00-04:00       -6                 6.73352e+07
   437               464            2021-04-29 00:00:00-04:00  2021-05-04 00:00:00-04:00       27                 7.14955e+07
   432               518            2021-05-10 00:00:00-04:00  2021-05-13 00:00:00-04:00       86                 8.57284e+07
   447               409            2021-05-17 00:00:00-04:00  2021-05-24 00:00:00-04:00      -38                 7.84405e+07
   336.8             345.7          2021-06-08 00:00:00-04:00  2021-06-09 00:00:00-04:00        8.90002           8.05133e+07
   315               324.6          2021-06-15 00:00:00-04:00  2021-06-21 00:00:00-04:00        9.60001           8.2967e+07
   275.6             293.8          2021-07-12 00:00:00-04:00  2021-07-27 00:00:00-04:00       18.2               8.8446e+07
   231.4             235            2021-08-16 00:00:00-04:00  2021-08-24 00:00:00-04:00        3.60001           8.9822e+07
   227               241.4          2021-08-25 00:00:00-04:00  2021-08-26 00:00:00-04:00       14.4               9.55199e+07
   225.7             231            2021-09-13 00:00:00-04:00  2021-09-14 00:00:00-04:00        5.3               9.7763e+07
   213.8             236.8          2021-09-16 00:00:00-04:00  2021-09-22 00:00:00-04:00       23                 1.0828e+08
   207.4             212.5          2021-09-27 00:00:00-04:00  2021-10-07 00:00:00-04:00        5.10001           1.10943e+08
   157.7             161.2          2021-11-08 00:00:00-05:00  2021-11-11 00:00:00-05:00        3.5               1.13405e+08
   150.2             207.3          2021-11-16 00:00:00-05:00  2021-12-06 00:00:00-05:00       57.1               1.56517e+08
   169.5             157.5          2021-12-20 00:00:00-05:00  2021-12-21 00:00:00-05:00      -12                 1.45436e+08
   117.7             132.5          2022-01-04 00:00:00-05:00  2022-01-06 00:00:00-05:00       14.8               1.63724e+08
   115.1             152.2          2022-01-12 00:00:00-05:00  2022-01-31 00:00:00-05:00       37.1               2.16497e+08
   140.6             169.3          2022-02-10 00:00:00-05:00  2022-02-14 00:00:00-05:00       28.7               2.60689e+08
   140.3             199.7          2022-02-16 00:00:00-05:00  2022-03-15 00:00:00-04:00       59.4               3.71059e+08
   117.8             131.2          2022-04-04 00:00:00-04:00  2022-04-18 00:00:00-04:00       13.4               4.13268e+08
   117               178.4          2022-04-20 00:00:00-04:00  2022-05-02 00:00:00-04:00       61.4               6.30145e+08
   140.6             177.6          2022-05-04 00:00:00-04:00  2022-05-05 00:00:00-04:00       37                 7.95973e+08
   145.2             176.5          2022-05-17 00:00:00-04:00  2022-05-18 00:00:00-04:00       31.3               9.67556e+08
   135.5             137.1          2022-06-09 00:00:00-04:00  2022-06-27 00:00:00-04:00        1.60001           9.78981e+08
   135.3             134.5          2022-07-11 00:00:00-04:00  2022-07-14 00:00:00-04:00       -0.800003          9.73193e+08
   129.4             126.9          2022-07-18 00:00:00-04:00  2022-07-19 00:00:00-04:00       -2.49999           9.54391e+08
   115               119.1          2022-07-25 00:00:00-04:00  2022-07-26 00:00:00-04:00        4.1               9.88417e+08
   108.2             110.3          2022-08-01 00:00:00-04:00  2022-08-02 00:00:00-04:00        2.10001           1.0076e+09
    99.1             100.3          2022-08-08 00:00:00-04:00  2022-08-09 00:00:00-04:00        1.2               1.0198e+09
    87.5             120            2022-08-18 00:00:00-04:00  2022-10-03 00:00:00-04:00       32.5               1.39859e+09
   119.5             127.1          2022-10-06 00:00:00-04:00  2022-10-07 00:00:00-04:00        7.6               1.48753e+09
    93.4             101.9          2022-11-07 00:00:00-05:00  2022-11-09 00:00:00-05:00        8.5               1.62291e+09
    91.9              93.5          2022-11-14 00:00:00-05:00  2022-11-15 00:00:00-05:00        1.6               1.65116e+09
    73.2              77.7          2022-12-05 00:00:00-05:00  2022-12-12 00:00:00-05:00        4.5               1.75267e+09
    68.8              73            2022-12-14 00:00:00-05:00  2022-12-19 00:00:00-05:00        4.2               1.85966e+09
    50.9              51.5          2023-02-06 00:00:00-05:00  2023-02-13 00:00:00-05:00        0.599998          1.88158e+09
    47.1              51.7          2023-02-15 00:00:00-05:00  2023-02-27 00:00:00-05:00        4.6               2.06535e+09
    44.9              60.2          2023-03-08 00:00:00-05:00  2023-03-20 00:00:00-04:00       15.3               2.76913e+09
    37.5              40.3          2023-04-24 00:00:00-04:00  2023-04-26 00:00:00-04:00        2.8               2.97589e+09
    34.6              35.4          2023-05-01 00:00:00-04:00  2023-05-10 00:00:00-04:00        0.800003          3.0447e+09
    32.4              34            2023-05-22 00:00:00-04:00  2023-05-25 00:00:00-04:00        1.6               3.19506e+09
    18.8              19.16         2023-07-05 00:00:00-04:00  2023-07-11 00:00:00-04:00        0.360001          3.25624e+09
    15.97             17.15         2023-07-26 00:00:00-04:00  2023-07-27 00:00:00-04:00        1.18              3.49684e+09
    16.21             18.15         2023-08-01 00:00:00-04:00  2023-08-10 00:00:00-04:00        1.94              3.91533e+09
    18.04             18.42         2023-08-15 00:00:00-04:00  2023-08-22 00:00:00-04:00        0.379999          3.99781e+09
    17.52             18.61         2023-08-23 00:00:00-04:00  2023-08-24 00:00:00-04:00        1.09              4.24653e+09
    13.77             13.87         2023-09-11 00:00:00-04:00  2023-09-12 00:00:00-04:00        0.0999994         4.27737e+09
    13.36             16.46         2023-09-19 00:00:00-04:00  2023-10-06 00:00:00-04:00        3.1               5.26987e+09
    15.4              15.53         2023-10-12 00:00:00-04:00  2023-10-16 00:00:00-04:00        0.13              5.31436e+09
    16.11             18.25         2023-10-17 00:00:00-04:00  2023-10-23 00:00:00-04:00        2.14              6.0203e+09
    17.01             17.61         2023-10-24 00:00:00-04:00  2023-10-30 00:00:00-04:00        0.6               6.23266e+09

Profit by Year:
Year: 2011, Profit: -1068000256.0
Year: 2012, Profit: 1404000128.0
Year: 2013, Profit: 36220000.0
Year: 2014, Profit: 11307500.0
Year: 2015, Profit: 6744500.0
Year: 2016, Profit: 1310700.0
Year: 2017, Profit: 9505.0
Year: 2018, Profit: 15934.0
Year: 2019, Profit: 2940.0
Year: 2020, Profit: 901.0
Year: 2021, Profit: 524.7000274658203
Year: 2022, Profit: 347.6999969482422
Year: 2023, Profit: 36.71999931335449

Profit Trades: 166, Loss Trades: 37, Percentage: 0.8177339901477833

Sharpe Ratio: 0.021480829887061008
Sortino Ratio: 0.011410671816316246
